Freq,Zreal,Zimag,Zmag,Zphz
100000.0,10.000006754745272,-0.0318309871849776,10.000057415169987,-0.18237738319787047
76094.96685459884,10.000011665331835,-0.041830606489048024,10.000099154829016,-0.23967004313941231
57904.439806024835,10.000020145832021,-0.054971578086122484,10.000171238106054,-0.3149601347028685
44062.36427773573,10.00003479151188,-0.07224074730705002,10.000295723478358,-0.4139003529519928
33529.2414924956,10.000060084349542,-0.09493497153882348,10.000510703930177,-0.5439177116691938
25514.065200312874,10.00010376463747,-0.12475850613742556,10.00088196052579,-0.7147690872994857
19414.919457438817,10.000179199704956,-0.16395097935276057,10.001523081503256,-0.9392689340053606
14773.776525985097,10.00030947462737,-0.21545555999061664,10.00263018843808,-1.2342402763172426
11242.100350620862,10.000534456708726,-0.28313993124412096,10.004541850603825,-1.6217523706300039
8554.672535565684,10.00092299541474,-0.37208663008821946,10.007842385874477,-2.130719824428066
6509.6752304581705,10.001593990528136,-0.4889744762403915,10.01353975324326,-2.798942284375115
4953.53520895917,10.002752773741383,-0.6425795541753373,10.023371265998039,-3.6756457518264516
3769.3909753883636,10.004753930829908,-0.8444329604106758,10.040327098311312,-4.824510742777962
2868.316813342009,10.008209769953556,-1.1096837805026263,10.069541245364876,-6.326961234058177
2182.644728397487,10.014177571417086,-1.4582299918159973,10.119791852647202,-8.28498249508943
1660.882782627715,10.024482746671561,-1.916197431333627,10.205981919157285,-10.821644839209519
1263.8482029342972,10.042276278035548,-2.5178670381193076,10.353113892256918,-14.07542570214453
961.7248711152964,10.072995469401732,-3.308170502212173,10.602321905992788,-18.181200830116833
731.8242219076174,10.126017373955435,-4.345886067855052,11.019208391369316,-23.228051183178106
556.8813990945267,10.217497062786185,-5.707648766839722,11.703610582792445,-29.18838764071175
423.75871606040636,10.375218271290928,-7.49279333376602,12.797933666004745,-35.836129117099524
322.45905452963945,10.64681943332239,-9.828760838428972,14.489972521188792,-42.7120848865961
245.37511066398167,11.113555528179072,-12.876075617692008,17.008951754603874,-49.201975736794
186.71810912919187,11.91276875261033,-16.830229605997268,20.619667503229923,-54.70838642851567
142.08308325339223,13.272978056954026,-21.914249318235868,25.62042680523071,-58.797633918665916
108.11807510766077,15.564116673682108,-28.348864292841945,32.34037468128591,-61.2322973674947
82.27241341700466,19.3568132213669,-36.276328777117016,41.1176148096211,-61.915908970777494
62.605165720148214,25.45806301578989,-45.60436097752442,52.22902174734159,-60.82810842489242
47.639380104013405,34.83520386977176,-55.753862908435664,65.74180297087386,-58.00271715177924
36.25117049988532,48.28214456684889,-65.3972407093007,81.28938784591942,-53.56190995244075
27.585316176291812,65.76599484734379,-72.49174467335983,97.87859379889171,-47.78504141324619
20.991037201085547,85.81594120886828,-74.99556146828739,113.96802185485019,-41.150592430789466
15.97312280060254,105.74992308219954,-72.07246833627111,127.97455576783193,-34.275871371234885
12.15474250076286,122.94538668353832,-64.69271697368067,138.92701586157213,-27.75292712900199
9.249147277217336,136.0535687700683,-54.94117868993991,146.72800240891857,-21.989851137689342
7.038135554931547,145.1349861185704,-44.819453862350265,151.8978197347051,-17.161326012355403
5.3556669177068965,151.01778840723617,-35.590049365200265,155.15483888435497,-13.260812453105293
4.075392965871778,154.66440411390116,-27.782562866932764,157.13990167797357,-10.183508588542349
3.1011689265747755,156.8634880284546,-21.462504243078527,158.32496001842946,-7.790993227127637
2.359833466782194,158.16769194354134,-16.476918876265582,159.02360714812764,-5.947263566782595
1.795714494371641,158.93352834250453,-12.602911839256784,159.43243025879573,-4.533881856102232
1.3664483492953243,159.38061178488732,-9.618970345410188,159.67061095715405,-3.4537370495734403
1.03979841848149,159.6407222153395,-7.3322975370971095,159.80901969728654,-2.6297466860619476
0.7912342618981326,159.79175224217764,-5.585140691577559,159.88933010420112,-2.0018227811121734
0.6020894493336125,159.8793447890575,-4.252496203577935,159.93588907477826,-1.5236030134430854
0.45815976690544913,159.93011161157176,-3.237031646029521,159.96286748482348,-1.1595248008042793
0.34863652276780804,159.95952358144095,-2.4637013705802873,159.9784954574988,-0.8824015404455102
0.26529484644318946,159.97655969395248,-1.8749657221349174,159.9875468527845,-0.6714902752831895
0.2018760254679039,159.98642612917544,-1.4268484060031932,159.9927887186164,-0.5109822514503014
0.15361749466718264,159.992139826719,-1.0858011833779322,159.9958242284536,-0.38883704023251847
0.11689518164985777,159.99544851029458,-0.8262582766659123,159.99758200282304,-0.29588773700855037
0.08895134973108236,159.99736445171894,-0.6287489928783546,159.99859985884947,-0.22515669772687247
0.06768750009458528,159.9984738892444,-0.47844987650039106,159.99918925160696,-0.17133336497148308
0.05150678076168122,159.9991163103315,-0.36407783422321466,159.9995305391749,-0.13037626577297615
0.039194067748472214,159.99948830317882,-0.27704559433930354,159.99972816083283,-0.09920986368465509
0.02982471286216888,159.99970370439672,-0.21081805592165692,159.99984259288334,-0.07549375142368009
0.022695105366946685,159.99982843154808,-0.1604220631704934,159.99990885423398,-0.0574469621031923
0.01726983290659436,159.99990065420118,-0.1220731745734131,159.99994722253567,-0.043714254253215394
0.013141473626117554,159.9999424743557,-0.09289156762826974,159.99996943949856,-0.03326435058138632
0.01,159.99996669009252,-0.07068581900884625,159.99998230411066,-0.025312498001893315
