Freq,Zreal,Zimag,Zmag,Zphz
100000.0,5.000035169840606,-0.05305161329315322,5.00031660730758,-0.6078996202772367
73182.42219076182,5.000065664919641,-0.0724922527424975,5.0005911430765835,-0.8306309203288025
53556.669177068965,5.000122600520302,-0.09905682888819352,5.001103705741692,-1.1349313528411422
39194.06774847221,5.00022890024836,-0.13535581748257633,5.002060600613041,-1.5506137310100507
28683.16813342009,5.000427360325558,-0.1849561808196535,5.003846777701713,-2.118294900209322
20991.037201085546,5.000797874691977,-0.25273169321087174,5.0071801138242495,-2.8931683159089805
15361.749466718296,5.0014895864218465,-0.345341374086027,5.013397924336528,-3.949872883909394
11242.100350620862,5.002780892811741,-0.47188256500480086,5.024986548901175,-5.388427495711796
8227.241341700474,5.005191413948653,-0.644781616222384,5.046551735877049,-7.340561500590252
6020.894493336125,5.009690860650428,-0.8810066435881277,5.086568118616996,-9.974075421811571
4406.236427773573,5.018088456660723,-1.2037137714096424,5.160439768309753,-13.48895904997286
3224.590545296395,5.033758328080326,-1.6444689939473423,5.295564292648351,-18.09159950447028
2359.8334667821937,5.062988492499284,-2.246214318376408,5.538892600444548,-23.924651764766203
1726.983290659436,5.117482070746315,-3.0671442602636256,5.966238065789706,-30.936211300662322
1263.8482029342972,5.218969544865398,-4.18555827496394,6.690032973263409,-38.72924355364177
924.9147277217335,5.40762772052746,-5.705379039884895,7.860902464257834,-46.53476136760352
676.8750009458535,5.757155542670681,-7.760943906203353,9.663182201414743,-53.4315600128237
495.353520895917,6.400791206437162,-10.516914789190333,12.31160528734956,-58.67452352437402
362.51170499885313,7.572987835663623,-14.152830900082797,16.051565881416295,-61.84936860447474
265.2948464431897,9.66591417205068,-18.809623956920024,21.147856869720624,-62.80221563967803
194.14919457438816,13.274952957377572,-24.46003950578192,27.830161850858858,-61.51043031952951
142.08308325339223,19.142867018211007,-30.674975075533006,36.15803442613387,-58.03357482870594
103.979841848149,27.834131891548605,-36.378193536687185,45.80515105475357,-52.57922889059491
76.09496685459875,39.09209432231579,-39.95787771563284,55.900123703282645,-45.627498654373525
55.68813990945267,51.41169272332234,-40.114436542498495,65.20989317426807,-37.963456441123114
40.75392965871778,62.670412136604824,-36.890977768844415,72.7222441768217,-30.483221348426547
29.824712862168912,71.43253790741836,-31.624673972855003,78.11995568216955,-23.879971040648673
21.826447283974872,77.49344315109515,-25.895396276986414,81.70560127527474,-18.477690887393447
15.97312280060254,81.41734881597105,-20.737643123716328,84.01687051151168,-14.289837253488914
11.689518164985776,83.92246909467288,-16.566285441435806,85.54193493412136,-11.166615125073065
8.554672535565684,85.58341455650944,-13.418787094108874,86.62900607895935,-8.910965868373028
6.260516572014815,86.78400242382774,-11.175494140817747,87.50059854646933,-7.3378052875000455
4.581597669054491,87.76119669603862,-9.68075823156477,88.29351462853198,-6.2947315428020225
3.35292414924956,88.65819935248517,-8.793414424978664,89.09321214141077,-5.664260289726139
2.453751106639817,89.56369261515088,-8.402028704945522,89.95692925628332,-5.3592700437885785
1.795714494371641,90.53664110792222,-8.425805411031302,90.92787020451583,-5.316925004909325
1.3141473626117555,91.62100294775968,-8.810851175956207,92.0436813670457,-5.493030531491229
0.9617248711152965,92.85429598976323,-9.52570143038116,93.34162668121509,-5.857347126177424
0.7038135554931562,94.27266415099177,-10.557464953363604,94.86198012042121,-6.389851000229854
0.5150678076168121,95.9140365172153,-11.908927690492428,96.65053005422726,-7.0777651733914375
0.37693909753883637,97.82029644669764,-13.596596883028099,98.7607100203283,-7.913164499688544
0.27585316176291813,100.03898164545886,-15.649565654508931,101.25565047855473,-8.890987827559577
0.2018760254679039,102.62481401107334,-18.10907245525266,104.2103207748493,-10.007336111982216
0.14773776525985127,105.64123709580765,-21.02865440252056,107.71385835217907,-11.257985132513394
0.10811807510766078,109.16207520984612,-24.474824511762606,111.87213995898031,-12.637091517825462
0.07912342618981327,113.27339626118625,-28.52823210426804,116.81062591878667,-14.1361176822287
0.05790443980602483,118.07564643226662,-33.285291400100256,122.67749958320483,-15.74303937329289
0.04237587160604064,123.68612112584826,-38.86028571281146,129.64713018358464,-17.441920385459532
0.031011689265747752,130.24183922503778,-45.387974649079915,137.92390991944112,-19.212933482906582
0.022695105366946685,137.90289451631216,-53.02675028039162,147.7465551587452,-21.032869194306407
0.016608827826277168,146.8563681184377,-61.96240632803191,159.39301319348414,-22.87610809927817
0.01215474250076286,157.320898555042,-72.41260282407401,173.18617199396408,-24.715952225205612
0.008895134973108237,169.55202167321693,-84.63212823868255,189.50062053640835,-26.526140813073198
0.006509675230458164,183.84841113844274,-98.91908240966337,208.77074302425532,-28.282338987452288
0.004763938010401341,200.55917207837152,-115.62212747103784,231.5004489535404,-29.963398482656434
0.0034863652276780877,220.09236608274796,-135.14898106697746,258.2748471906325,-31.552244304523864
0.0025514065200312875,242.92497578981676,-157.97635721395304,289.77417638753377,-33.03632157282973
0.0018671810912919207,269.61455241763684,-184.66159606766624,326.7903179985915,-34.407617999390304
0.0013664483492953244,300.81283068054887,-215.8562654912601,370.2462511003696,-35.66233896081725
0.001,337.2816435648313,-252.32206576288252,421.21886467327454,-36.80034411259889
